,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,day_of_the_year
3009,27,admin.,single,secondary,no,3638,no,no,cellular,271,5,-1,0,unknown,0,193
3010,43,management,married,tertiary,no,291,yes,no,unknown,150,2,-1,0,unknown,0,130
3011,46,blue-collar,married,primary,no,1429,yes,no,unknown,91,1,-1,0,unknown,0,135
3012,37,management,married,tertiary,no,539,no,no,cellular,540,2,115,3,failure,0,18
3013,53,retired,married,secondary,no,4968,no,no,cellular,109,1,87,2,failure,0,127
3014,40,management,married,tertiary,no,10786,no,no,unknown,111,3,-1,0,unknown,0,172
3015,55,management,divorced,tertiary,no,-612,no,no,cellular,131,2,-1,0,unknown,0,239
3016,59,admin.,married,secondary,no,2381,no,no,cellular,173,2,-1,0,unknown,0,121
3017,30,management,single,tertiary,yes,35,no,no,cellular,185,4,-1,0,unknown,0,212
3018,36,management,married,tertiary,no,23,no,no,cellular,133,11,-1,0,unknown,0,239
3019,27,student,single,tertiary,no,5291,no,no,cellular,192,2,92,2,failure,1,317
3020,41,technician,divorced,secondary,no,348,yes,no,cellular,225,2,275,2,failure,0,128
3021,47,blue-collar,married,primary,no,556,yes,no,cellular,147,2,264,4,other,0,35
3022,34,management,married,tertiary,no,-308,yes,no,cellular,140,2,-1,0,unknown,0,121
3023,32,technician,single,tertiary,no,2185,no,no,cellular,354,2,-1,0,unknown,0,325
3024,43,management,divorced,tertiary,no,36,no,no,cellular,118,1,102,2,failure,0,147
3025,49,technician,married,secondary,no,12531,no,no,cellular,77,8,-1,0,unknown,0,226
3026,56,technician,married,secondary,no,4073,no,no,cellular,239,5,-1,0,unknown,0,240
3027,28,student,single,secondary,no,0,yes,no,unknown,133,3,-1,0,unknown,0,136
3028,34,management,married,tertiary,no,1906,yes,no,cellular,68,3,-1,0,unknown,0,196
3029,79,retired,married,primary,no,8556,no,no,telephone,326,2,272,2,success,1,18
3030,29,blue-collar,single,tertiary,no,455,no,no,telephone,403,1,-1,0,unknown,1,112
3031,38,admin.,married,secondary,no,46,yes,yes,unknown,195,1,-1,0,unknown,0,127
3032,39,self-employed,single,unknown,no,0,no,no,unknown,13,11,-1,0,unknown,0,172
3033,59,unknown,married,unknown,no,3940,no,no,unknown,48,2,-1,0,unknown,0,157
3034,54,management,divorced,tertiary,no,2171,yes,yes,telephone,1034,1,-1,0,unknown,1,323
3035,34,blue-collar,married,secondary,no,1221,yes,no,cellular,182,1,90,8,failure,0,127
3036,54,blue-collar,married,secondary,no,2059,yes,no,cellular,177,4,-1,0,unknown,0,238
3037,58,unemployed,married,secondary,no,610,yes,no,telephone,246,2,-1,0,unknown,0,211
3038,34,management,married,tertiary,no,417,yes,no,cellular,138,1,-1,0,unknown,0,323
3039,75,retired,married,secondary,no,3771,no,no,telephone,185,1,181,2,success,1,106
3040,51,self-employed,married,primary,no,307,yes,yes,unknown,65,2,-1,0,unknown,0,169
3041,66,retired,married,primary,no,206,no,no,cellular,479,1,-1,0,unknown,1,40
3042,29,services,married,secondary,no,11417,yes,no,unknown,272,2,-1,0,unknown,0,149
3043,59,management,divorced,primary,no,133,yes,no,cellular,206,1,-1,0,unknown,0,191
3044,54,management,divorced,tertiary,no,7010,no,no,cellular,275,2,-1,0,unknown,0,71
3045,42,services,married,secondary,no,3620,yes,no,unknown,22,16,-1,0,unknown,0,148
3046,31,management,married,tertiary,no,1384,yes,no,cellular,203,2,2,3,other,0,30
3047,23,entrepreneur,single,primary,no,4,yes,no,unknown,395,2,-1,0,unknown,1,134
3048,50,blue-collar,married,unknown,no,452,no,no,cellular,181,2,-1,0,unknown,0,233
3049,43,management,divorced,tertiary,no,38,yes,no,cellular,197,6,-1,0,unknown,0,207
3050,53,technician,married,tertiary,no,3177,no,no,cellular,92,2,-1,0,unknown,0,221
3051,33,technician,married,secondary,no,4790,yes,no,cellular,137,1,272,2,failure,0,111
3052,53,technician,divorced,secondary,no,0,yes,yes,cellular,135,5,-1,0,unknown,0,197
3053,55,management,divorced,tertiary,no,9756,yes,no,cellular,103,2,95,1,other,1,157
3054,37,technician,married,tertiary,no,6968,no,no,cellular,175,1,-1,0,unknown,0,153
3055,38,blue-collar,married,secondary,no,284,yes,yes,unknown,1030,6,-1,0,unknown,0,155
3056,37,technician,married,secondary,no,480,no,no,cellular,344,2,182,8,other,1,296
3057,33,blue-collar,married,secondary,no,467,yes,no,unknown,494,2,-1,0,unknown,0,142
3058,60,entrepreneur,married,primary,no,0,no,no,telephone,40,1,-1,0,unknown,0,205
3059,45,technician,married,secondary,no,1415,yes,no,cellular,483,1,116,1,failure,0,322
3060,45,technician,married,secondary,no,999,yes,no,cellular,215,6,188,2,failure,0,325
3061,45,technician,single,tertiary,no,0,yes,no,cellular,139,2,-1,0,unknown,0,323
3062,40,blue-collar,married,primary,no,3658,yes,no,unknown,977,1,-1,0,unknown,0,135
3063,27,management,single,tertiary,no,703,yes,no,unknown,590,3,-1,0,unknown,1,157
3064,53,technician,married,secondary,no,0,no,no,cellular,77,9,-1,0,unknown,0,235
3065,29,technician,married,secondary,no,444,yes,no,cellular,130,4,-1,0,unknown,0,203
3066,46,blue-collar,married,secondary,no,-1400,yes,no,telephone,309,3,355,4,failure,0,127
3067,34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,164,1,-1,0,unknown,0,190
3068,46,admin.,married,secondary,no,22,yes,no,cellular,414,4,-1,0,unknown,0,220
3069,38,management,married,tertiary,no,-558,yes,no,cellular,533,1,-1,0,unknown,0,203
3070,39,technician,single,tertiary,no,1043,no,no,cellular,195,10,-1,0,unknown,0,231
3071,31,blue-collar,married,secondary,no,-45,yes,no,unknown,184,1,-1,0,unknown,0,154
3072,58,entrepreneur,married,secondary,no,2,no,no,unknown,684,1,-1,0,unknown,0,168
3073,35,management,married,tertiary,no,3161,no,no,cellular,433,2,-1,0,unknown,0,221
3074,43,technician,single,secondary,no,593,yes,no,unknown,55,1,-1,0,unknown,0,126
3075,39,management,married,tertiary,no,246,no,no,cellular,86,2,-1,0,unknown,0,224
3076,66,retired,married,primary,no,747,no,no,telephone,203,3,93,1,failure,0,28
3077,30,technician,married,secondary,no,-393,yes,yes,cellular,435,1,-1,0,unknown,1,198
3078,56,housemaid,married,tertiary,no,1922,yes,no,cellular,247,2,-1,0,unknown,0,206
3079,25,blue-collar,married,primary,yes,-589,yes,no,unknown,233,1,-1,0,unknown,0,155
3080,32,technician,married,secondary,no,485,no,no,cellular,98,14,-1,0,unknown,0,239
3081,26,housemaid,married,tertiary,no,543,no,no,cellular,169,3,-1,0,unknown,0,30
3082,48,management,married,secondary,no,117,yes,no,cellular,635,1,-1,0,unknown,0,107
3083,38,blue-collar,married,primary,no,3419,yes,no,unknown,324,5,-1,0,unknown,0,172
3084,44,technician,single,tertiary,no,900,yes,no,cellular,322,2,-1,0,unknown,0,29
3085,44,blue-collar,single,primary,no,787,yes,no,unknown,570,2,-1,0,unknown,0,151
3086,35,management,divorced,tertiary,no,473,no,yes,cellular,37,2,-1,0,unknown,0,218
3087,42,admin.,married,secondary,no,4209,yes,no,unknown,57,6,-1,0,unknown,0,157
3088,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,296,1,270,3,failure,1,94
3089,38,unemployed,married,primary,no,-363,no,no,unknown,340,2,-1,0,unknown,0,164
3090,29,blue-collar,married,secondary,no,-478,no,yes,cellular,528,2,-1,0,unknown,0,190
3091,59,admin.,married,secondary,no,817,no,no,cellular,304,1,-1,0,unknown,0,100
3092,56,services,divorced,secondary,no,1007,no,no,cellular,88,6,-1,0,unknown,0,211
3093,33,admin.,married,tertiary,no,79,yes,no,cellular,249,2,335,2,failure,1,296
3094,34,technician,married,secondary,no,-228,yes,no,cellular,187,3,332,3,other,0,111
3095,63,retired,married,secondary,no,2747,no,no,cellular,113,1,80,1,failure,0,255
3096,36,management,married,tertiary,no,428,no,no,unknown,121,1,-1,0,unknown,0,149
3097,51,housemaid,married,primary,no,492,yes,no,unknown,142,3,-1,0,unknown,0,141
3098,31,management,married,tertiary,no,2603,yes,no,cellular,280,4,-1,0,unknown,1,42
3099,50,blue-collar,married,primary,no,5776,no,no,cellular,49,3,-1,0,unknown,0,323
3100,56,management,married,tertiary,no,3172,yes,no,cellular,139,1,-1,0,unknown,0,36
3101,47,admin.,married,secondary,no,3676,no,no,cellular,567,1,95,3,success,1,292
3102,55,admin.,married,secondary,no,1102,yes,no,unknown,126,2,-1,0,unknown,0,136
3103,53,entrepreneur,married,tertiary,no,624,no,yes,cellular,180,4,-1,0,unknown,0,203
3104,35,management,married,tertiary,no,175,yes,no,cellular,257,2,-1,0,unknown,0,220
3105,37,services,married,secondary,no,4760,yes,no,cellular,182,2,169,2,failure,0,129
3106,43,technician,married,tertiary,no,192,no,no,cellular,203,2,-1,0,unknown,0,218
3107,36,admin.,divorced,secondary,no,-37,yes,no,unknown,151,1,-1,0,unknown,0,148
3108,30,services,married,secondary,no,1286,yes,yes,cellular,544,1,-1,0,unknown,0,199
3109,53,admin.,single,secondary,no,2398,yes,no,cellular,317,1,180,2,failure,1,215
3110,27,services,divorced,secondary,no,10,yes,no,cellular,527,1,-1,0,unknown,0,204
3111,47,management,single,tertiary,no,153,yes,no,cellular,192,2,-1,0,unknown,0,323
3112,37,management,single,unknown,no,715,yes,no,unknown,247,2,-1,0,unknown,0,141
3113,59,technician,married,primary,no,3163,yes,no,unknown,240,2,-1,0,unknown,0,150
3114,27,admin.,single,secondary,no,15,no,yes,cellular,177,1,-1,0,unknown,0,203
3115,43,management,married,tertiary,no,2767,yes,no,unknown,317,7,-1,0,unknown,0,136
3116,43,management,single,secondary,no,1029,yes,no,unknown,145,1,-1,0,unknown,0,154
3117,28,technician,single,secondary,no,618,yes,no,cellular,281,1,-1,0,unknown,0,128
3118,53,entrepreneur,married,unknown,no,28,no,no,cellular,117,2,-1,0,unknown,0,213
3119,42,blue-collar,married,secondary,no,352,yes,no,cellular,79,3,-1,0,unknown,0,132
3120,39,services,married,secondary,no,5731,yes,no,unknown,175,2,-1,0,unknown,0,141
3121,35,blue-collar,single,secondary,no,376,yes,yes,unknown,207,3,-1,0,unknown,0,127
3122,57,management,married,tertiary,no,320,no,no,cellular,76,2,-1,0,unknown,0,220
3123,57,technician,married,secondary,no,16063,yes,no,unknown,352,3,-1,0,unknown,0,151
3124,56,blue-collar,married,primary,no,551,no,no,unknown,27,1,-1,0,unknown,0,150
3125,38,management,married,tertiary,no,0,yes,no,unknown,206,1,-1,0,unknown,0,141
3126,52,blue-collar,married,primary,no,2,no,no,unknown,70,3,-1,0,unknown,0,161
3127,36,blue-collar,married,primary,no,973,yes,yes,unknown,293,1,-1,0,unknown,0,144
3128,34,management,single,tertiary,no,1,no,no,cellular,582,1,-1,0,unknown,0,324
3129,55,services,divorced,secondary,no,218,yes,no,unknown,200,2,-1,0,unknown,0,150
3130,41,blue-collar,married,secondary,no,780,yes,no,cellular,432,3,-1,0,unknown,0,136
3131,42,technician,married,secondary,no,2030,yes,yes,cellular,196,1,-1,0,unknown,0,191
3132,23,services,married,secondary,no,-19,yes,no,unknown,13,10,-1,0,unknown,0,172
3133,36,management,married,secondary,no,-148,no,no,cellular,144,2,-1,0,unknown,0,323
3134,21,services,single,secondary,no,361,no,no,telephone,329,1,95,1,other,0,157
3135,41,entrepreneur,married,tertiary,no,171,yes,no,cellular,209,1,191,4,failure,0,324
3136,32,blue-collar,married,secondary,no,517,yes,no,unknown,528,1,-1,0,unknown,0,126
3137,36,services,married,primary,no,179,no,no,unknown,411,1,-1,0,unknown,0,161
3138,36,blue-collar,married,secondary,no,198,yes,no,unknown,400,2,-1,0,unknown,0,130
3139,33,technician,married,secondary,no,-163,yes,yes,cellular,502,2,-1,0,unknown,0,221
3140,31,blue-collar,married,secondary,no,3653,yes,yes,cellular,252,1,168,4,failure,0,326
3141,45,management,married,tertiary,no,5450,no,no,cellular,188,2,-1,0,unknown,0,221
3142,30,blue-collar,single,secondary,no,180,no,no,cellular,203,1,183,2,failure,0,196
3143,34,technician,divorced,tertiary,no,674,yes,no,cellular,587,2,-1,0,unknown,1,220
3144,38,technician,married,tertiary,no,45,no,no,cellular,125,4,-1,0,unknown,0,204
3145,53,technician,married,secondary,no,100,no,no,cellular,205,4,-1,0,unknown,0,226
3146,44,blue-collar,married,primary,no,-312,yes,no,unknown,22,3,-1,0,unknown,0,172
3147,80,management,married,primary,no,6483,no,no,telephone,123,1,-1,0,unknown,0,293
3148,61,retired,married,secondary,no,5207,no,no,cellular,336,1,81,2,other,0,255
3149,60,services,married,tertiary,no,4256,yes,no,cellular,239,3,761,1,other,1,229
3150,30,blue-collar,married,secondary,no,6,yes,no,cellular,241,3,-1,0,unknown,0,28
3151,29,technician,married,secondary,no,1599,yes,no,cellular,115,1,61,1,failure,0,190
3152,55,management,married,primary,no,229,no,yes,unknown,175,3,-1,0,unknown,0,161
3153,33,technician,married,secondary,no,0,yes,yes,cellular,163,2,-1,0,unknown,0,324
3154,58,retired,married,primary,no,5092,no,no,unknown,199,6,-1,0,unknown,0,163
3155,52,entrepreneur,divorced,primary,no,278,yes,no,unknown,688,2,-1,0,unknown,0,128
3156,39,self-employed,married,tertiary,no,585,yes,no,cellular,48,1,181,3,failure,0,323
3157,42,services,married,tertiary,no,12223,yes,no,cellular,36,1,-1,0,unknown,0,324
3158,40,services,divorced,secondary,no,-81,no,yes,cellular,186,1,-1,0,unknown,0,205
3159,47,unemployed,married,primary,no,168,yes,no,telephone,66,1,241,1,other,0,30
3160,35,blue-collar,married,primary,no,319,yes,no,cellular,221,1,-1,0,unknown,0,198
3161,42,technician,divorced,secondary,no,248,no,no,cellular,163,4,-1,0,unknown,0,232
3162,47,admin.,divorced,secondary,no,136,no,yes,cellular,70,1,-1,0,unknown,0,205
3163,33,blue-collar,married,primary,no,191,yes,no,unknown,162,2,-1,0,unknown,0,130
3164,36,blue-collar,married,primary,no,49,yes,no,cellular,232,2,365,5,other,0,136
3165,36,admin.,married,secondary,no,0,yes,yes,cellular,101,2,-1,0,unknown,0,40
3166,47,services,single,secondary,no,33,yes,no,cellular,298,1,-1,0,unknown,0,126
3167,50,management,married,tertiary,no,-94,no,yes,unknown,75,1,-1,0,unknown,0,177
3168,36,technician,married,secondary,no,474,yes,no,unknown,59,1,-1,0,unknown,0,148
3169,55,retired,married,primary,no,4424,no,no,cellular,67,4,-1,0,unknown,0,218
3170,30,technician,married,tertiary,no,569,no,no,cellular,976,12,-1,0,unknown,1,240
3171,47,entrepreneur,married,unknown,no,209,yes,no,unknown,135,2,-1,0,unknown,0,127
3172,42,technician,married,secondary,no,613,yes,no,cellular,432,2,-1,0,unknown,0,132
3173,33,self-employed,single,secondary,no,238,yes,yes,cellular,45,5,-1,0,unknown,0,36
3174,41,blue-collar,married,primary,no,4,no,no,cellular,74,5,-1,0,unknown,0,205
3175,31,admin.,single,secondary,no,144,yes,no,unknown,43,11,-1,0,unknown,0,186
3176,32,management,single,tertiary,no,8436,yes,no,cellular,245,1,149,2,failure,0,108
3177,58,technician,married,secondary,no,7495,yes,no,unknown,325,1,-1,0,unknown,0,134
3178,33,management,single,tertiary,no,1410,yes,no,cellular,8,1,254,5,failure,0,36
3179,33,management,divorced,tertiary,no,0,yes,yes,cellular,275,8,-1,0,unknown,0,232
3180,70,retired,married,secondary,no,616,no,no,cellular,149,2,182,1,failure,0,118
3181,36,admin.,single,secondary,no,1927,yes,no,cellular,288,1,137,1,other,0,323
3182,28,management,single,tertiary,no,231,yes,yes,cellular,568,2,-1,0,unknown,0,207
3183,55,management,married,tertiary,no,2366,yes,yes,cellular,94,4,-1,0,unknown,0,212
3184,48,admin.,single,secondary,no,1150,yes,no,unknown,357,1,-1,0,unknown,0,149
3185,46,unemployed,single,tertiary,no,705,no,no,cellular,398,1,-1,0,unknown,0,35
3186,34,services,married,secondary,no,586,yes,yes,unknown,224,2,-1,0,unknown,0,129
3187,56,management,married,tertiary,no,334,yes,no,unknown,127,2,-1,0,unknown,0,136
3188,37,blue-collar,married,secondary,no,103,yes,no,cellular,153,1,-1,0,unknown,0,133
3189,44,management,married,tertiary,no,773,no,yes,cellular,618,1,-1,0,unknown,0,191
3190,35,technician,single,secondary,no,450,yes,no,cellular,63,1,-1,0,unknown,0,134
3191,50,blue-collar,married,secondary,no,887,no,no,unknown,287,1,-1,0,unknown,0,168
3192,32,blue-collar,married,secondary,no,101,yes,no,unknown,191,4,-1,0,unknown,0,140
3193,38,blue-collar,married,primary,no,168,yes,yes,telephone,212,3,-1,0,unknown,0,134
3194,34,technician,married,tertiary,no,691,yes,yes,unknown,70,1,-1,0,unknown,0,154
3195,43,technician,married,secondary,no,7876,yes,no,cellular,209,2,-1,0,unknown,0,224
3196,37,management,divorced,tertiary,no,896,no,yes,cellular,343,2,-1,0,unknown,0,227
3197,48,management,divorced,tertiary,no,507,yes,no,cellular,528,1,-1,0,unknown,0,100
3198,33,blue-collar,single,secondary,no,706,yes,no,cellular,329,1,322,1,failure,0,98
3199,28,blue-collar,single,secondary,no,2700,no,no,cellular,337,4,-1,0,unknown,0,34
3200,30,management,single,tertiary,no,1372,no,no,cellular,240,2,-1,0,unknown,0,325
3201,56,retired,married,secondary,no,344,yes,no,unknown,221,1,-1,0,unknown,0,136
3202,30,management,single,tertiary,no,604,no,yes,cellular,475,1,-1,0,unknown,0,33
3203,33,unemployed,married,secondary,no,2,yes,no,cellular,132,1,-1,0,unknown,0,198
3204,57,technician,married,unknown,no,206,yes,no,unknown,216,3,-1,0,unknown,0,126
3205,44,entrepreneur,married,secondary,no,93,no,no,cellular,125,2,-1,0,unknown,0,189
3206,45,admin.,married,secondary,no,638,yes,no,cellular,75,9,-1,0,unknown,0,233
3207,27,blue-collar,single,secondary,no,5,yes,no,unknown,205,3,-1,0,unknown,0,140
3208,64,retired,married,secondary,no,1574,no,no,telephone,301,3,-1,0,unknown,1,211
3209,39,entrepreneur,married,tertiary,no,83,yes,no,cellular,193,2,-1,0,unknown,0,193
3210,80,retired,married,primary,no,1548,no,no,cellular,331,2,-1,0,unknown,0,219
3211,53,entrepreneur,married,unknown,no,7,no,no,cellular,68,1,-1,0,unknown,0,325
3212,30,management,single,tertiary,no,7845,yes,no,unknown,59,1,-1,0,unknown,0,155
3213,33,housemaid,married,primary,no,212,yes,no,cellular,260,2,-1,0,unknown,0,193
3214,50,admin.,married,secondary,no,0,no,no,cellular,86,4,-1,0,unknown,0,217
3215,56,self-employed,married,secondary,no,784,no,yes,cellular,149,2,-1,0,unknown,0,212
3216,36,blue-collar,married,secondary,no,2357,yes,no,unknown,228,2,-1,0,unknown,0,169
3217,24,services,married,secondary,no,4500,yes,no,cellular,733,2,-1,0,unknown,1,132
3218,33,management,married,tertiary,no,641,yes,no,cellular,347,2,-1,0,unknown,0,226
3219,47,self-employed,married,tertiary,no,4543,yes,no,unknown,162,1,-1,0,unknown,0,135
3220,32,services,married,secondary,no,-632,yes,yes,cellular,18,5,-1,0,unknown,0,111
3221,44,housemaid,married,tertiary,no,460,no,no,unknown,491,1,-1,0,unknown,0,169
3222,31,management,married,tertiary,no,582,yes,no,cellular,58,2,-1,0,unknown,0,197
3223,34,blue-collar,single,tertiary,no,1011,yes,no,unknown,136,1,-1,0,unknown,0,127
3224,45,technician,divorced,secondary,no,809,yes,no,cellular,155,2,363,4,failure,0,134
3225,36,entrepreneur,single,secondary,no,475,no,no,cellular,141,3,-1,0,unknown,0,207
3226,35,blue-collar,married,secondary,no,407,yes,no,cellular,12,6,-1,0,unknown,0,111
3227,29,self-employed,married,tertiary,no,242,yes,no,cellular,73,4,-1,0,unknown,0,200
3228,44,blue-collar,married,secondary,no,-674,yes,no,unknown,257,1,-1,0,unknown,0,126
3229,34,blue-collar,married,tertiary,no,20,no,no,unknown,10,1,-1,0,unknown,0,278
3230,31,services,single,secondary,no,31,yes,yes,unknown,501,2,-1,0,unknown,0,147
3231,46,self-employed,married,tertiary,no,1148,no,no,telephone,104,2,-1,0,unknown,0,211
3232,63,retired,married,tertiary,no,133,yes,no,cellular,104,2,-1,0,unknown,0,44
3233,35,admin.,married,tertiary,no,1145,yes,no,cellular,82,2,-1,0,unknown,0,33
3234,34,management,married,tertiary,no,2594,yes,no,cellular,161,3,-1,0,unknown,0,326
3235,45,technician,married,secondary,no,115,yes,no,cellular,108,1,-1,0,unknown,0,127
3236,55,services,divorced,primary,no,2923,yes,no,unknown,104,2,-1,0,unknown,0,136
3237,44,management,married,tertiary,no,13893,no,no,unknown,29,2,-1,0,unknown,0,163
3238,42,admin.,married,secondary,no,529,yes,yes,cellular,193,3,-1,0,unknown,0,324
3239,35,management,divorced,tertiary,no,649,no,no,cellular,177,1,-1,0,unknown,0,107
3240,33,technician,divorced,tertiary,no,39,no,no,cellular,123,5,-1,0,unknown,0,232
3241,36,entrepreneur,married,tertiary,no,3057,no,no,unknown,2769,4,-1,0,unknown,1,168
3242,44,management,married,secondary,no,576,yes,no,unknown,128,3,-1,0,unknown,0,129
3243,49,blue-collar,married,unknown,no,3096,no,no,unknown,147,2,-1,0,unknown,0,168
3244,34,unemployed,single,secondary,no,0,no,no,cellular,63,2,-1,0,unknown,0,322
3245,30,services,single,tertiary,no,-477,no,yes,cellular,1532,2,-1,0,unknown,1,234
3246,32,admin.,married,tertiary,no,0,yes,no,unknown,138,1,-1,0,unknown,0,126
3247,25,services,single,secondary,no,-352,no,no,cellular,246,1,-1,0,unknown,0,197
3248,38,technician,married,secondary,no,6728,no,no,cellular,232,1,96,4,success,1,330
3249,39,management,married,tertiary,no,763,yes,no,cellular,877,7,300,2,other,1,132
3250,37,services,single,secondary,no,-244,no,no,unknown,178,1,-1,0,unknown,0,185
3251,49,blue-collar,married,primary,no,371,yes,no,cellular,18,44,-1,0,unknown,0,213
3252,33,technician,married,secondary,no,6699,no,no,cellular,425,1,462,1,failure,0,314
3253,34,management,married,tertiary,no,0,yes,no,cellular,262,1,99,2,success,1,220
3254,30,technician,married,tertiary,no,1570,yes,no,cellular,260,1,-1,0,unknown,0,147
3255,60,housemaid,married,primary,no,517,no,no,unknown,1178,3,-1,0,unknown,0,164
3256,52,admin.,single,unknown,no,2227,no,no,cellular,242,2,-1,0,unknown,1,55
3257,34,student,single,unknown,no,1281,no,no,cellular,279,1,117,1,failure,0,238
3258,50,blue-collar,married,primary,no,-1,no,no,cellular,195,2,-1,0,unknown,0,232
3259,29,unemployed,married,secondary,no,596,no,no,cellular,510,2,-1,0,unknown,0,30
3260,44,blue-collar,married,secondary,no,788,yes,no,cellular,392,1,-1,0,unknown,0,108
3261,26,technician,married,secondary,no,18,yes,yes,cellular,138,1,-1,0,unknown,0,126
3262,40,services,married,tertiary,no,35,no,no,cellular,318,4,317,3,failure,0,185
3263,32,technician,single,tertiary,no,5514,no,no,cellular,319,1,182,1,success,1,113
3264,34,blue-collar,married,primary,no,455,yes,no,unknown,372,3,-1,0,unknown,0,172
3265,39,services,single,secondary,no,7066,yes,no,cellular,667,3,357,3,other,1,136
3266,42,blue-collar,married,primary,no,-119,yes,no,cellular,167,3,-1,0,unknown,0,204
3267,42,blue-collar,married,primary,no,2519,yes,no,unknown,262,4,-1,0,unknown,0,136
3268,58,retired,married,secondary,no,14412,no,no,cellular,297,1,-1,0,unknown,0,323
3269,33,blue-collar,married,primary,no,324,yes,no,cellular,217,2,-1,0,unknown,0,134
3270,45,entrepreneur,married,secondary,no,245,yes,no,unknown,126,3,-1,0,unknown,0,135
3271,58,technician,married,primary,no,4015,no,no,unknown,106,3,-1,0,unknown,0,172
3272,25,blue-collar,single,secondary,no,913,yes,no,cellular,113,4,-1,0,unknown,0,189
3273,38,management,single,tertiary,no,35,yes,no,cellular,156,1,273,3,failure,0,108
3274,32,technician,married,unknown,no,14533,no,no,cellular,646,3,198,2,success,0,366
3275,53,blue-collar,married,primary,no,4143,no,no,cellular,200,3,-1,0,unknown,0,197
3276,57,blue-collar,married,primary,no,282,no,yes,cellular,261,12,-1,0,unknown,0,189
3277,32,services,single,secondary,no,2881,no,no,cellular,356,1,-1,0,unknown,1,184
3278,38,admin.,single,secondary,no,902,yes,no,telephone,58,13,-1,0,unknown,0,213
3279,42,blue-collar,married,primary,no,505,yes,no,unknown,521,2,-1,0,unknown,0,135
3280,54,unknown,married,unknown,no,2508,no,no,unknown,34,8,-1,0,unknown,0,172
3281,34,management,married,tertiary,no,4170,yes,no,unknown,935,1,-1,0,unknown,0,142
3282,33,unemployed,divorced,secondary,no,385,no,no,telephone,29,28,-1,0,unknown,0,240
3283,33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,145,1,-1,0,unknown,0,137
3284,47,self-employed,married,tertiary,no,2303,yes,no,cellular,323,2,364,1,failure,0,127
3285,54,technician,married,secondary,no,0,no,no,telephone,159,2,106,6,success,0,227
3286,57,retired,married,secondary,no,107,no,no,cellular,85,2,-1,0,unknown,0,196
3287,34,technician,married,secondary,no,47,no,no,cellular,132,6,-1,0,unknown,0,238
3288,46,self-employed,married,secondary,no,548,no,no,cellular,1181,4,-1,0,unknown,1,225
3289,52,blue-collar,married,primary,no,779,yes,no,unknown,30,3,-1,0,unknown,0,137
3290,52,management,single,tertiary,no,4,no,yes,cellular,30,9,-1,0,unknown,0,210
3291,47,management,married,tertiary,no,0,no,no,cellular,508,1,-1,0,unknown,1,301
3292,47,admin.,married,secondary,no,104,yes,yes,cellular,77,2,-1,0,unknown,0,196
3293,34,management,single,tertiary,no,340,yes,no,unknown,633,28,-1,0,unknown,0,155
3294,50,technician,divorced,unknown,no,2706,yes,no,unknown,179,3,-1,0,unknown,0,149
3295,33,blue-collar,divorced,primary,no,636,yes,no,cellular,211,11,-1,0,unknown,0,191
3296,58,management,married,secondary,no,111,no,no,telephone,58,2,-1,0,unknown,0,84
3297,34,technician,married,secondary,no,1641,yes,no,cellular,380,1,-1,0,unknown,0,108
3298,31,services,single,secondary,no,11386,yes,no,cellular,356,1,-1,0,unknown,0,325
3299,46,management,divorced,tertiary,no,134,no,no,cellular,134,2,-1,0,unknown,0,232
3300,36,management,single,secondary,no,1511,yes,no,cellular,270,1,-1,0,unknown,1,321
3301,37,blue-collar,married,secondary,no,954,yes,no,unknown,402,9,-1,0,unknown,0,154
3302,58,technician,married,secondary,no,116,no,no,unknown,580,3,-1,0,unknown,0,168
3303,33,admin.,married,secondary,no,4902,yes,no,cellular,110,1,-1,0,unknown,0,325
3304,31,management,single,tertiary,no,874,yes,no,cellular,190,2,-1,0,unknown,0,323
3305,35,technician,single,tertiary,no,2658,yes,no,cellular,768,2,141,3,failure,1,232
3306,27,blue-collar,married,secondary,no,872,yes,no,cellular,1130,3,-1,0,unknown,0,108
3307,48,blue-collar,single,primary,no,316,no,no,unknown,560,2,-1,0,unknown,0,157
3308,41,technician,married,secondary,no,0,no,no,cellular,141,2,-1,0,unknown,0,242
3309,30,services,married,tertiary,no,1380,yes,no,unknown,294,2,-1,0,unknown,0,142
3310,45,blue-collar,married,primary,no,1291,yes,no,cellular,189,17,-1,0,unknown,0,241
3311,28,blue-collar,single,primary,no,1199,yes,no,cellular,1011,20,-1,0,unknown,0,212
3312,35,technician,married,secondary,no,2189,no,no,cellular,256,3,-1,0,unknown,0,324
3313,59,management,married,tertiary,no,2764,no,no,cellular,237,1,206,2,failure,0,359
3314,34,management,married,tertiary,no,997,yes,yes,cellular,81,1,-1,0,unknown,0,326
3315,38,blue-collar,divorced,secondary,no,595,yes,no,cellular,245,3,-1,0,unknown,0,128
3316,32,blue-collar,single,secondary,no,33,yes,no,cellular,125,1,368,4,failure,0,139
3317,33,services,married,primary,no,0,yes,no,cellular,351,2,-1,0,unknown,0,200
3318,33,management,divorced,tertiary,no,0,no,no,cellular,305,2,-1,0,unknown,0,226
