Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3666,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
3692,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
3463,52,admin.,married,secondary,no,199,no,no,cellular,28,jan,978,2,189,1,other,no
3408,38,management,single,tertiary,no,8669,yes,no,telephone,20,apr,5,3,150,6,failure,no
2339,54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,aug,177,4,-1,0,unknown,no
3372,32,management,single,tertiary,no,1160,yes,yes,unknown,11,jun,450,2,-1,0,unknown,no
1844,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes
4398,57,retired,married,tertiary,no,31,no,no,cellular,19,aug,260,2,-1,0,unknown,no
3484,30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
4412,34,management,single,tertiary,no,2679,yes,no,cellular,7,may,195,1,-1,0,unknown,no
4315,37,admin.,married,secondary,no,749,no,no,cellular,21,apr,219,1,-1,0,unknown,no
1812,49,services,divorced,secondary,no,3250,no,no,unknown,16,jun,32,3,-1,0,unknown,no
2698,34,management,married,tertiary,no,697,no,no,cellular,5,aug,166,1,-1,0,unknown,no
676,58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no
4414,26,services,single,secondary,no,256,yes,no,cellular,4,may,101,2,-1,0,unknown,no
1146,39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,no
2821,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
1038,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
3403,43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
43,32,technician,married,tertiary,no,396,yes,no,cellular,13,may,205,3,-1,0,unknown,no
564,35,blue-collar,married,secondary,no,-339,yes,no,unknown,8,may,389,2,-1,0,unknown,no
2331,37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,no
4091,36,technician,married,secondary,no,2394,no,no,cellular,14,aug,184,2,-1,0,unknown,no
3589,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
3128,57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,no
3259,52,management,married,secondary,no,428,yes,no,unknown,30,may,153,1,-1,0,unknown,no
4239,31,technician,single,secondary,no,2305,no,no,cellular,4,aug,139,1,-1,0,unknown,no
2233,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,yes
